;userName;score;at;content
2105;azza fadila;5;13/04/2022 22:09;app yg keren dan membantu bgt buat ibu2 muda,
2106;Agus Salim Rifai;5;13/04/2022 15:35;ok
2107;kris santo;5;13/04/2022 14:25;Lebih murah ketimbang konstulasi dengan dokter offline
2108;Ailsa Ramadhani;5;13/04/2022 12:12;Good
2109;Felix Aritonang;1;13/04/2022 12:08;Senin 11 April, saya konsultasi dengan dokter sp kulit, saya dapat resep dan coba cek harga tapi tdk dicover oleh asuransi, padahal dokternya ada logo dijaminkan oleh asuransi. Saya lanjut ke proses konsultasi resep, saya cancel karena belum juga dicover. Rabu, saya coba lagi cek harga dari resep digital, tetap sama tidak dicover oleh asuransi tp karena udah kesakitan saya tetap order bayar pake uang sendiri. Coba chat ke Heidy tidak membantu. Saya kecewa padahal dulu apps ini really help.
2110;M.Fahman Yusuf;5;13/04/2022 09:13;Bisa konsultasi dengan dokter, bebas bertanya, jika tidak puas tinggal cari dokter lain, tidak perlu mengantri 👍👍
2111;deyyuare _;5;13/04/2022 05:37;helpful
2112;ferdinand surya;5;13/04/2022 04:40;Dokter nya ramah, pengiriman obatnya juga cepat
2113;Endah Fidiayu Ningsih;5;13/04/2022 04:04;Berguna banget pas kita lagi sibuk praktik gak sempet buat temu langsung sama dokter. Pake Halodoc kapan ajaa dimana aja bisa Konsul🥰 cuma ada saran dikit si untuk pembayaran mungkin lebih dibayakin lagi opsinya. Hehe..
2114;maiban shigoto;5;13/04/2022 00:11;Good
2115;Diana Atau Fiorentina;5;12/04/2022 22:47;Sangat membantu. Pagi pun telah tersedia dokter dan obat nya
2116;Main Bersama AL;5;12/04/2022 22:29;Sangat asangat membantu sekali dlm pembelian obat
2117;Nabila Ludvia Syarif;5;12/04/2022 20:33;Sangat membantu.
2118;untung medianto;5;12/04/2022 13:46;Sangat ramah dan baik.
2119;Poer Djianto;5;12/04/2022 09:35;Goood
2120;Alvin Triaz Putra;5;12/04/2022 08:50;soooo goooodd
2121;Liese Huang;5;12/04/2022 03:17;Sangat sangat membantu sekali
2122;liau kelvin;2;12/04/2022 00:58;Sering terjadi pembatalan pesanan oleh driver atau pesanan ter Refunded, tolong ditindak lanjut
2123;DIAJENG PUTRI;5;12/04/2022 00:50;Sangat membantu sekali. Terimakasih~
2124;farahdiba rahma fitri;5;11/04/2022 20:38;Konsultasi dokter tidak pernah sepraktis ini. App ini sangat menolong disaat mendadak dan butuh saran dokter kapan saja.
2125;Satria Pranata;1;11/04/2022 17:18;Dokternya (ada) yang ga kompeten. Aplikasinya lemot. Supportnya lambat dan bertele2.
2126;Yogi Syaputra;5;11/04/2022 13:59;Great apps
2127;Risti Kusuma Damayanti;5;11/04/2022 12:18;Solusi cepat untuk konsultasi dan dapat obat saat sakit. Sangat membantu banget. Terima kasih banyak.. :)
2128;abdi choco sudjono;5;11/04/2022 10:03;Sangat membantu dalam situasi seperti ini (pandemic)
2129;Miraz Bagas;5;11/04/2022 08:26;Sangat membantu
2130;Muhammad Yasin;5;11/04/2022 06:11;Fast respon, and dokter always standby
2131;Hilmiya Dinda;5;11/04/2022 03:01;Reliable & convenient, keep it up halodoc!
2132;Feizar Indra Irfandy;5;11/04/2022 02:33;Efisien buat nanganin pasien. Karena tinggal di Jawa, go send nya gercep buat ngirim obat dr apotek yg ada stok dan terdekat. Semangat terus buat HaloDoc. Semoga berkah selalu 😅
2133;ryan sutan kayo;1;10/04/2022 20:14;Tidak bisa hapus profile .ini app jelek kecewa saya
2134;Yohan Kuncoro;5;10/04/2022 15:04;Mantuk
2135;Erlianne Utami;5;10/04/2022 14:19;Dokternya rela di bawelin. Alhamdulillah thanks halodoc
2136;Deddy Djuniadi;5;10/04/2022 13:59;very fruitful and friendly
2137;Erfan Fauzi;5;10/04/2022 09:52;Membantu kita utk konsultasi jarak jauh. Tentu kita juga mesti jujur memberi info kondisi diri agar dokter tidak salah diagnosa dan memberi obat. Juga bisa langsung mendapatkan obat melalui aplikasi. Top.
2138;Aris Budiyanto;1;10/04/2022 09:21;Maaf mengecewakan. Tidak Ada konfirmasi jika pengiriman 1-4 Hari. Sedangkan obat yg dipesan sangat dibutuhkan. Menghubungi CS hanya bot yg jawab. Cancel order refund harus 5 Hari. Terpaksa order ulang Dan Harga nya lebih Mahal. Sekarang tinggal tunggu saja. Mana Yang duluan. Apakah obat yg sampe duluan atau refund yg duluan. Terim kasih
2139;Mik Wanul Khosiin;5;10/04/2022 07:39;Bermanfaat sekali
2140;Alwi Syahid Wahyudin;5;10/04/2022 07:33;makenya simple banget
2141;elsa samsudin;5;10/04/2022 06:19;Sangat memuaskan
2142;Kazma Boo;5;10/04/2022 05:54;Thank u.. Bantu sekali disaat emergency g bs keluar tapi butuh obat
2143;Erma Damayanti;5;10/04/2022 05:29;Sangat membantu, pelayanan cepat
2144;Tono Ang;5;10/04/2022 02:11;Sangat membantu
2145;Arlia Minata Iping;5;09/04/2022 14:02;Terbaik
2146;Meilany Sanli Parta;5;09/04/2022 08:50;great app..
2147;SlowRide;5;09/04/2022 03:57;Sangat membantu sekali.
2148;Anantari Eristania;1;09/04/2022 02:49;Rugi duit 199.500 obatnya ibuku gak sampe...komplain juga percuma...
2149;叶丽娇;5;09/04/2022 02:37;Dokter sangat ramah dan sangat membantu terimakasih hallo doc
2150;Ugi;5;08/04/2022 23:58;Sangat memudahkan. meski saya dan anak sedang beda kota, saya tetap bisa belikan obat buat dia
2151;Andrea Sutomo;5;08/04/2022 11:07;Sangat menbantu
2152;Mika Arume;5;08/04/2022 07:53;Sanhat membantu
2153;Nuni Y;4;08/04/2022 06:54;So far really helpful to chat with professional
2154;Ivan Tirtha;5;08/04/2022 06:45;Dokter Novi the best, terima kasih dokter
2155;Phœbe Anggræni;2;08/04/2022 04:27;Idenya bagus, tapi daftar klinik & paket2nya harap diupdate ya. Sy pesan untuk medical check up di national hospital surabaya & sudah dikonfirmasi di aplikasi. Tapi sampai di tempat ternyata belum masuk & harus dibatalkan karena halodoc & nhs sudah tidak berpartner.
2156;Juwita Chandra;1;07/04/2022 14:39;Saya sdh booking tes pcr di lab, namun saat sampai di lab pada waktu yg ditentukan ternyata lab tutup. Padahal saya sudah buang biaya transport ke lab, komplain ke call centre & di-follow up namun hanya dgn refund dana tes pcr & maaf saja, tdk menanggapi permintaan kompensasi transport saya. Saya menggunakan halodoc utk booking tes pcr karena kejelasan lokasi & layanan, tp ternyata ga sebagus yg saya pikir selama ini.
2157;Sufyan Ramdhani;5;07/04/2022 12:38;Solusi berobat tanpa harus ke rumah sakit 👍🏽👍🏽👍🏽
2158;King Fortunes;5;07/04/2022 07:06;Amazing Application, very helpful
2159;Lidia Lam;5;07/04/2022 00:38;Respon baik dan cepat
2160;Prasatyanti Prakoso;5;06/04/2022 18:24;Very helpful in every critical moment. Thanks.
2161;Dipo Prayoga;5;06/04/2022 15:11;Very helpful
2162;hestiastria dewi;5;06/04/2022 15:05;Bener bener usefull sih,lengkap dqn terjangkau
2163;Bayu A. Pamungkas;5;06/04/2022 13:43;nice, media consultation about health
2164;Yulia R. Scholes;4;06/04/2022 10:25;Pelayanannya bagus, informatif
2165;Al Izzu Abdussalam;1;06/04/2022 09:28;server bermasalah terus
2166;Deddie Alfatih;5;06/04/2022 06:00;Kereen, makasiih yaa
2167;artha Latief;5;06/04/2022 05:03;Mempermudah pencarian obat dari resep dokter
2168;maria devita;1;06/04/2022 04:12;very bad apps...semua metode pembayaran dibilangnya sddangbtidak bisa digunakan...buang2 waktu dan uang utk chat dokter saja...apps gak berguna!!!!
2169;hari anto;5;06/04/2022 02:52;Oke
2170;Renny Rachmalia;5;06/04/2022 02:12;Dokter Kartika Kemala hebaaaat...
2171;Gunawan Setiawan;5;06/04/2022 01:34;Respon nya baik, tolong ditingkatkan kerja sama dengan pihak driver nya ya, biar lebih baik lagi. Terima kasih
2172;Shinta Aran;5;05/04/2022 14:38;Sangat membantu..terimakasih ya..
2173;Dessi Anggrelis;1;05/04/2022 14:27;Pengiriman dibatalkan tapi tanpa informasi. Saya sudah menunggu selama 2 jam lebih, padahal infonya saya hanya perlu menunggu 40 menit saja dengan tipe pengiriman instant. Setelah dikontak berkali2 melalu email, live chat, dan telepon, saya baru diinfokan bahwa pesanan gagal karena tidak mendapatkan driver. Pesanan tidak bisa dipesan ulang dan pengembalian dana membutuhkan 5 hari. Padahal saya pesan obat yg harganya 1jt. Bagaimana cara saya order lagi kalau refund butuh waktu 5 hari???
2174;David Yos;1;05/04/2022 13:08;"Pesan paket medical checkup utk bokap ke slh satu RS, sdh bayar, tiket sdh terbit, dtg ke RSnya. Eh, pas ke pendaftaran ditolak, katanya slh RS mngkin di cabang A, B, C padahal di aplikasi sdh jelas"" terterah nama RS dan alamat lengkapnya. Alhasil user yg sngt dirugikan, CS ga membantu, proses refund yg sangat ribet. Komunikasi antara Halodoc dengan RS nya sangat sangat buruk. I'm sorry, I can't recommend this."
2175;Reza Maulana;5;05/04/2022 10:05;Alhamdulillah dapat dokter yang informatif
2176;Karlinajan Yusuf;5;04/04/2022 16:05;This app really really makes my life easier... You deserve 10 stars , brilliant
2177;Nura Juana;5;04/04/2022 13:39;Terima kasih halodoc
2178;Riri Fitriasari;1;04/04/2022 10:59;Mending pake aplikasi ALODOKTER, di aplikasi ini dokternya kurang komunikasi 👎👎 cuma disuruh sabar wkwkw permintaan refund pun tidak dapat diproses, bad 👎👎👎 langsung uninstall
2179;Yulian Anita;1;04/04/2022 09:34;Kalau belanja better pakai opsi bayar tunai saja. Saya belanja pakai debet trus dicancel sama sistem. Udah 16 hari kerja belum masuk juga refund ke rekening saya. Malahan sama CS halodoc disuruh tanya ke bank. Sangat mengecewakan pelayanannya.
2180;ItsMe-N;1;03/04/2022 13:51;Sekalinya driver cancel, proses sangat ribet dan lama. Tidak bisa batal dan reorder, resep tidak bisa digunakan lagi harus menunggu 5 hari saat urgent. Uang juga belum kembali, email tidak masuk2.
2181;ShĀdØw Ā;1;03/04/2022 13:26;Medicine brands are extremely limited
2182;Nurlaili Arsyach;1;03/04/2022 13:06;Kejadian lagi kecewa sama halodoc. Tidak kompeten, tidak helpful, anak sudah sakit, panas tinggi, tapi lambat
2183;Bayu Karunia;1;03/04/2022 07:01;Saya niat mau konsultasi, sudh selesai pembayaran, dokternya malah ngga ada respon, akhirnya disuruh halodoc untuk menghubungi dokter lain. Trus uang saya gmna? Hangus gitu tnpa dpat konsultasi sama dokter? Dicoba mau konsultasi lagi, malah disruh bayar lagi. Tidak akan berkah kalian makan uang haram.
2184;Hermas Puntodewo;5;03/04/2022 06:25;Bgs mudah
2185;Elva Nelviyani;4;03/04/2022 04:57;Helpfull enough
2186;Cecilia Ivo;5;02/04/2022 15:38;Sangat sangat bermanfaat. Semua layanan kesehatan, dari fisik maupun mental ada dan lengkap. Semua tenaga medis yg ada sgt terpercaya dan kompeten. Kamu bahkan bisa pilih tenaga medisnya sendiri sesuai kriteriamu. Benar2 mempermudah hidup. Good job halodoc!
2187;rikokori 05;1;02/04/2022 15:20;Makin sulit aja pake aplikasi ini, disuruh cancle tapi gak bisa. Mau order ulang lock oleh order sebelumnya yang sudah di cancle. Pembayaran saya lewat asuransi jadi gak semudah itu karena bila saya konsultasi lagi maka ada charging, beban waktu karena menunggu lama., CS juga lama banget respon untuk bantu canclenya gak banget deh pokoknya kalo gak terpaksa karena bawaan asuransi..
2188;Hertiana Putri;3;02/04/2022 12:31;So far it's been helpful. But the map is unreliable and the drivers seem to not reading the note. I couldn't find my orders until now. The info just shows whether it has been delivered or not, but no info who accepted it picture of the person who accepted it. So when they delivered the medicine to the wrong person, to track it was such a hassle. Maybe fix that part.
2189;Bafar Cars Italiano;5;02/04/2022 07:54;membantu sangat
2190;N A Yulianingrum;1;02/04/2022 06:29;Your app really need serious upgrading so much. I made appointment to doctor in hospital, turned out the doctor is switched to another doctor schedule without notifying me. Also the hospital took ages to confirm my appointment, they said because your system also slow as hell. End up I cancelled my appointment on this app and made manually appointment at the hospital for next week. Imagine I have to hold my pain till next week. Think again what is your purpose made this app.
2191;4.99.4;5;02/04/2022 04:59;Sangat membantu
2192;Handy Oktavianus;5;02/04/2022 04:43;Sangat bermanfaat, membantu solusi keluhan penyakit
2193;Sutopo Taman;5;02/04/2022 00:38;good app
2194;Meti Mayasari;5;01/04/2022 16:08;Sangat terbantu dengan aplikasi ini
2195;pieter karunia deo;1;01/04/2022 13:34;"Sangat mengecewakan. Aplikasi tidak bisa dipakai 1 jam sebelum konsultasi. Reset, reinstall tetap tidak bisa. Ada keterangan tidak ada koneksi. Telepon customer service cuman diberi saran"" default seperti reset, install ulang, kirim video. Maaf, sangat mengecewakan"
2196;itsme TW;5;01/04/2022 10:48;Great app
2197;Indra Saputra;5;01/04/2022 07:05;membantu
2198;Selviani Rahayu;5;01/04/2022 04:30;Sangat membantu saya.
2199;Imelda Lee;5;01/04/2022 04:02;App ini sangat membantu. Dan Dokter2 nya sangat welcome, Wlwpun pasiennya sering bawel Dan parno-an Kaya Saya, tapi sll dijelaskan dengan sabar. 👍👍👍
2200;Kristi Sitohang;5;01/04/2022 03:36;Konsultasi dokter skrg jd praktis, cepat, dan terjangkau
2201;E Victor;5;01/04/2022 03:07;Simple dan mudah. Tolong untuk go send bisa ditambah tip buat drivernya soalnya kadang mereka perlu bayar parkir dll pas antar barang yang kita tidak siap cash untuk bayar. Jadi kita bisa beri tip atau bayar parkir atau tanda terimakasih karena malam malam, hujan hujan kirim obat
2202;Nico L;1;31/03/2022 23:19;Menyusahkan..dulu sy sndiri sbg dokter, mudah sekali pemesanan...skrg sulit, upload resep berkali2, hrs konsultasi lagi pula
2203;Michael Agoes Wangsapoetra;5;31/03/2022 09:54;Simple Dan gampang di gunakan
2204;Ernest Patria;5;31/03/2022 05:27;Sangat membantu di saat Pandemi ini, respons tenaga medis sangat baik, tepat dan cepat.
2205;Mitra Filmlab;5;31/03/2022 04:38;Aplikasi yang sangat membantu khususnya dalam masa pandemi sekarang ini
2206;L0RD Z4MSHER;5;31/03/2022 02:07;Memudahkan
2207;Eko Justianto;5;30/03/2022 15:55;Sangat membantu dalam masa pandemi covid-19.
2208;Lusia Windia;5;30/03/2022 12:56;Fast and responsive
2209;Kartika Putri;5;30/03/2022 12:55;Sangat membantu dan fast response
2210;Denis Kristiyanto;4;30/03/2022 12:24;Alhamdulillah sangat membantu. Ada pilihan asuransi dari kantor. Namun sempat ada kesalahan tidak terhubung ke aplikasi.
2211;Susan Hoeriyyah;4;30/03/2022 08:55;Nice app
2212;William Wibisono;5;30/03/2022 08:50;Membantu sekali hidup saya tertolong sekali oleh aplikasi ini
2213;claudia anggreacia;2;30/03/2022 05:54;Error terus. Mau beli obat ditanggung asuransi. Chat dokter gratis. Giliran tebus obat gabisa. Padahal ada logo kalau ditanggung asuransi. Sekalinya bisa free balik lagi ke home. Terus force close. Udah bilang helpdesknya katanya maintenance. Maintenance 3 hari !!! Udah reinstall, update,relogin. Masih sama
2214;Raze;1;30/03/2022 01:08;I have valid prescription from doctor and upload it to the app, but the app reject it, so I couldn't buy the medicine. I don't see any use of this feature. My previous review has been deleted.
2215;Jollifi Ginting;5;30/03/2022 00:31;Very helpful.
2216;Isra Mirani;5;29/03/2022 23:56;Nice
2217;Edi Mukhlas K.;5;29/03/2022 16:47;keren banget ini aplikasi
2218;Shinta R;5;29/03/2022 15:07;Sangat efisien dan praktis. Tolong kalau bisa dikasi tambahan fitur chat dg driver obat. Karena gps tidak benar dalam menentukan/mencari lokasi rumah. Oia kalau bisa ditambahkan juga fitur tip buat driver. Terima kasih.
2219;Sulhan Arema;1;29/03/2022 14:26;Lama proses pesanannya hampir 2 minggu, giliran dibatalkan, masih nunggu lagi 5 hari kerja. Wow mantab
2220;Fifi Chandra;5;29/03/2022 13:46;Great,, please put more discount or promo options
2221;Galih Maharsi;1;29/03/2022 11:22;Cannot order medicine with prescription..i used allianz as payment, when i click order, the apps return to homescreen and my order stay in the basket. Buggy apps
2222;Budhi Handoyo;4;29/03/2022 09:07;Good
2223;Nurussakinah Azaski;1;29/03/2022 08:29;Pelayanannya jelek banget. Pesen obat dari jam 12an sampe jam 4 sore ga ada kabar. Pas nanya CS baru dibilang klo ga ada apotek yg ambil. Ya klo gitu kasi notifikasi bambang! Jangan pasien dibiarin nunggu aja.
2224;Debbra Schembri;1;29/03/2022 06:18;Its not loading
2225;ziah usman;4;29/03/2022 05:28;Easy to understand
2226;Rizal Dwi Listio;4;29/03/2022 04:04;Mostly it work as expected, there is a time the payment not working.
2227;Pamel Liskardani;5;29/03/2022 03:43;Sngat cepat dn membantu
2228;Miladia Rahma;5;29/03/2022 03:11;This apps is superb. Easy to use and very helpful. Super recommended.
2229;Lucy Zakka;5;29/03/2022 02:58;Aplikasi ini sangat membantu kami untuk dapat berkonsultasi dengan dokter mengenai gejala penyakit yang ada pada tubuh. Dan membantu kami untuk dapat mengambil langkah selanjutnya setelah berkonsultasi. Dokter di aplikasi ini juga sangat membantu kami dan dengan cepat merespon chat yang kami kirimkan.
2230;Selvi Amallia;5;29/03/2022 02:23;Ok
2231;yogi nugroho;5;29/03/2022 02:07;Mantap
2232;Dimas Pang;5;29/03/2022 01:38;Fast respons
2233;Maulana Syarif;5;29/03/2022 00:44;Akurat
2234;Nika Woelan;4;28/03/2022 15:42;Posting foto di chat: file HD hasilnya terpotong, screen shot hasilnya blur.
2235;Ummu Salma;1;28/03/2022 13:50;Aplikasinya sangat lemot. Saya akan ganti bintangnya kalau sudah ada perbaikan.
2236;Hengga H;5;28/03/2022 12:24;Berjalan sesuai
2237;Achmad Farah Faiz;1;28/03/2022 11:16;App always crash, cant order my medication. Everytime I click order button it always direct me to the homepage.
2238;Dimas Zai;1;28/03/2022 05:43;Transaksi beli obat gagal. Janji refund 5 hari kerja, sudah 10 hari kerja lebih blm juga direfund. Bad service!
2239;Dendy Syahputra;1;28/03/2022 05:23;Useless ini aplikasi. Sudah 2 hari tidak bisa payment pakai beberapa channel. Saat bisa payment pakai gopay aplikasi error tidak bisa mendapatkan kurir pengirim?
2240;Ulfa Mutia;5;28/03/2022 04:47;Sangat membantu saya, apalagi d daerah sya msh ssh cri vet dan dktr spesialis trntu
2241;Fun To Share;5;28/03/2022 04:44;Aplikasi yang lalu menbantu
2242;Mutiardani Roosnauli;5;28/03/2022 02:40;Sangat praktis sekali ketika perlu konsul dengan dokter dan juga order untuk tes Covid. Dokter-dokternya ramah, dan mau mendengarkan keluhan pasien.
2243;Linda Chen;5;28/03/2022 02:35;Aplikasi yg sangat membantu. Udah kesekian kalinya saya konsul via halodoc.
2244;Bayu Awaludin;5;28/03/2022 02:23;Nice
2245;Nanik Wahyu;5;28/03/2022 01:13;Sangat membantu, terima kasih sm aplikasi ini
2246;RennyBun Stories;5;27/03/2022 23:48;Sangat terbantu sekali ketika ndak memungkinkan ke dokter sendirian, dan tetap bisa konsul, dapat obat tanpa hrs keluar rumah..
2247;Jaka Prasetya;5;27/03/2022 12:56;Usefull and helpfull apps
2248;Nenden Ayu;5;27/03/2022 12:24;Sejauh ini halodoc sangat membantu dan respon dokternya oke2 saat konsultasi.
2249;Fiona Sudjana;5;27/03/2022 12:00;Pesan obat gampang banget. Konsultasi dengan dokter juga mudah dan nyaman. Terkma kasih 👍
2250;alaro anastacio;5;27/03/2022 11:00;Selalu puas dg pelayanan halodoc.. setiap chat selalu direspon cepat dan baik
2251;Luthfiah Nurafifah;5;27/03/2022 10:56;mantap
2252;Christo Noegroho;5;27/03/2022 09:55;Mantul banget, sangat membantu kalo butuh obat sewaktu waktu.
2253;Iman Setiawan;5;27/03/2022 07:44;Sangat membantu untuk konsultasi di masa pandemi ini.
2254;Nihayatul Mashumah;5;27/03/2022 01:29;It's good to deliver the medicine but no with the consultation
2255;golden apple;5;27/03/2022 01:06;Aplikasinya bagus, pilihan dokternya banyak, lalu harga yg menyesuaikan budget, pilihan pembayaran yg banyak dan yg pasti sangat terbantu sama dokter2 disana, thanks ya
2256;Ages Handriyanto;5;26/03/2022 22:39;Simply and easy to use
2257;andry syaputra;5;26/03/2022 21:20;Sangat terbantu dgn konsultasi yg murah dan lengkap
2258;MANJAKANI OFFICIAL;5;26/03/2022 15:21;Aplikasi yg sangat membantu ketika kita berada di suatu kota atau daerah yg jarang banget ada apotik 24 jam jadi dengan aplikasi ini kita dapat dengan mudah membeli atau menemukan obat yg dijual di apotik 24 jam 🤗
2259;Andini Afni;1;26/03/2022 14:30;Very bad experience kalo pake asuransi. Tiap mau chekout resep dokter gagal terus. Nge bug. Please fix
2260;Bety Ng;5;26/03/2022 11:13;Pelayanan yang cepat juga penjelasan yg detail
2261;Dwi Sri Ning Rahayu;5;26/03/2022 08:24;Konsul sama dr. Dwi rosaline. Dokternya baik ramah dan penjelasan nya jelas bgtttt
2262;Titin Ndraha;1;26/03/2022 08:02;Sangat buruk. Saya sudah mengirim pesan berkali-kali dengan dokter dan tidak ada balasan sama sekali. Layanan konsuktasi saya dibatalkan otomatis krn tlh mencapai waktu 30menit.Saya membayar jasa konsultasi tanpa mendapat pelayanan apapun.
2263;Mully Aristian;5;26/03/2022 07:54;Nyaman, cepat, praktis dan efficient, harga terjangkau.
2264;SDI SDI;2;26/03/2022 06:11;Aplikasi nya kurang bagus, pembayaran dengan asuransi sering gagal..perlu improment lg
2265;Ms. H;3;26/03/2022 03:42;"The app is ok, easy enough to navigate, but the quality of the doctors has diminished recently. I used to get accurate diagnosis from doctors here even the ones who were still ""Free"" at the beginning. Now I can pay up to hundreds of IDR just to get rude doctors who just don't care, spend the 30 minutes only replying twice, or just don't know what's wrong with me. Please select your doctors well."
2266;Mulyana Mr.;4;26/03/2022 01:55;Sangat membantu. Tapi performance aplikasinya masih lambat. Plese enhance your engine.
2267;Adelaide Patricia;5;25/03/2022 20:29;Mantab emergency jam 2 pagi dilayani makasih
2268;Yongki Awb;5;25/03/2022 15:07;👍👍👍
2269;Try Marisdho Christopher;5;25/03/2022 14:21;Helpful
2270;Mas Dad;5;25/03/2022 13:18;Good and usefull
2271;Agus Johan;5;25/03/2022 12:48;Bagus
2272;Sindu Prawira;5;25/03/2022 12:24;Easy to use
2273;Oky prasetyo;5;25/03/2022 11:37;Solusi tepat saat sakit
2274;Akmal Ismail;5;25/03/2022 10:50;Saya kalo konsul dengan dokter2nya enak banget. Dari cara analisa kita sakit apa sampe cepat kasih resep. Kayak konsul dengan teman kita 😁
2275;Fadli Fadli;5;25/03/2022 10:40;Sangat membantu
2276;Garry Pradipta;5;25/03/2022 09:31;Nice Apps. Really helpfull. Thank you
2277;Janice AS;5;25/03/2022 08:52;Terimakasih utk apps halodoc.. beli obat dan konsultasi dgn dokter jadi super mudah. obat lgsg dikirim ke rumah juga. Praktis sekali. Terimakasihhh
2278;Maharanto Danardono;5;25/03/2022 08:28;Helpfull and usefull
2279;Michael Nauli;5;25/03/2022 06:45;Mudah dan menurut saya selaras dengan behavior era digital. Membantu sekali
2280;wdypao;5;25/03/2022 04:27;Very useful
2281;Tomoe Yukishiro;5;25/03/2022 04:01;good app
2282;Niko Rizaldi;5;25/03/2022 03:24;Good aplcation for helping me
2283;Eldo Delamontano;5;25/03/2022 01:19;helpful
2284;Hardina Siswi;2;25/03/2022 00:40;Gagal selalu tiap mau beli obat. Pleass ganti developer nya. Setelah baca review ada yang bisa beli obat tp ga bisa konsul. Padahal dulu baek2 aja lancar bgt halodoc. Please please ganti developer.
2285;Siulina Wongso;5;24/03/2022 17:57;Tertolong banget dengan aplikasi ini saat tengah malampun obat tetap diantar dalam hitungan 1/2jam, luarr biasa halodoc
2286;Sunarnyoto Soenarwi;5;24/03/2022 16:16;Quick & very helpful
2287;Novi Rahmawati N;5;24/03/2022 15:39;Sangat membantu apalagi di waktu mendadak
2288;Siti Aulia Rahma;5;24/03/2022 15:30;sangat membantu, dan harga konsul dengan dokter terjangkau
2289;Muhammad Firdaus;1;24/03/2022 15:26;Algoritmanya gimana ya? Order obat di gresik, apotik di surabaya.. lol 😑
2290;AW CHANEL (ALIWARDI);5;24/03/2022 15:21;Sangat berguna
2291;Nurmalasari Darsono;5;24/03/2022 12:32;Layanan cepat & sesuai permintaan
2292;Andi Susanto;5;24/03/2022 11:28;Good service
2293;Renno Part;5;24/03/2022 10:41;Sejauh ini yang paling bagus pelayanan dokter Dan pemesanan obatnya sangat cepat.
2294;Annisa Firdausy;5;24/03/2022 09:02;Respon cepet manteppp
2295;Devin;5;24/03/2022 07:52;Selalu dapat diandalkan
2296;Anita Saraswati;5;24/03/2022 07:47;Helpful
2297;Eunike Listari;5;24/03/2022 07:13;Quick respon
2298;Farah Alya;5;24/03/2022 03:33;Baguuususs
2299;M. Muhamad Amin;5;24/03/2022 03:01;Aplikasi yg Sangat membantu
2300;Aulia P;5;24/03/2022 01:56;Life savior, thank youu
2301;Andy Gunawan;5;23/03/2022 09:40;Very helpful & practical
2302;ZAM ZAMi;5;23/03/2022 06:01;ok
2303;Sri Mulyani;5;23/03/2022 01:01;Very usefull and easy to communicate with doctor without in line in the hospital. Many thanks Halodoc
2304;Eka Putra;5;22/03/2022 17:27;Good app
2305;kesia;5;22/03/2022 17:23;kereenn
2306;ira wisandha;5;22/03/2022 12:02;Ok
2307;elly novarita;5;22/03/2022 10:44;Dokternya ramah dan penjelasannya detil
2308;annisa vidya;5;22/03/2022 09:19;Good doctor
2309;zaky kurniawan Ahmad;5;22/03/2022 08:51;Jelas dan cepat. Very useful
2310;ina rafiq;5;22/03/2022 07:12;Terima kasih sudah memudah kan kami untuk berobat dan tidak keluar rumah, untuk obat nya jg pengiriman nya cepat sekali. Terima kasih halodoc
2311;Eka Jaya;5;22/03/2022 06:08;SANGAT PRAKTIS DAN MEMBANTU
2312;TIA Saraswati;1;22/03/2022 05:42;Ini gak bisa check out untuk pemesanan obat! CS nya suruh update app ke versi 12.000 tp gak ada update di google apps nya???!!!! Jadi gimana?
2313;Abdul Gani;5;22/03/2022 05:33;Cepat pelayanan Dan cepat pengiriman nya. Terimakasih Halodoc👍
2314;Heri Rudini;1;22/03/2022 04:37;Setiap kali setelah konsultasi dokter, pasti salah satu obatnya tidak tersedia (pindah-pindah peta kemanapun). Setelah pesan obat seadanya, kemudian pesan lagi, tiba-tiba obatnya jadi tersedia. Mencurigakan sih ini males, mending sekalian ke klinik aja kalo gini.
2315;Muhamad Ibnu Sina;1;22/03/2022 02:34;hasil antigen keluar >1 jam, dijanjikan 30menit
2316;Tettet Fitrijanti;5;22/03/2022 02:02;Halodoc sangat membantu. Konsultasi bisa segera, dari manapun kita berada. Terima kasih.
2317;Anggita Fakhira;3;22/03/2022 01:48;Tiap mau chat dokter sering bgt gangguan jd saldo kepotong terus mana ga direfund
2318;zahra catelya;5;22/03/2022 01:47;Sangat membantu. Pelayanan cepat dan sangat baik. Aplikasi andalan kalau tidak sempat ke apotik
2319;Muhammad Syarief Hidayat;5;22/03/2022 00:22;Sangat membantu sebelum pandemi, saat pandemi (terutama kasus varian Delta yang tinggi), dan sampai saat ini masih sangat berguna buat saya dan keluarga.
2320;Muhammad Abdul Aziz Soleh;5;21/03/2022 23:55;First time but good experiance, thanks
2321;Rocky Maulana Lapandu;5;21/03/2022 22:16;Easy to use.
2322;Rifki Amalia;5;21/03/2022 16:28;Dokter Widya sabar sekali menjelaskan tentang kegalauan sy, keluhan sy .. terstruktur, komunikatif & baik hati .. sehat selalu Dok
2323;Giandri Nugroho;5;21/03/2022 14:40;Sangat membantu kami dalam konsultasi dengan dokter
2324;Intan Dwinov;5;21/03/2022 14:27;Membantu sekali, tapi sebagai cust harus selektif juga memilih dokter. Tp overall appsnya bekerja sangat baik.
2325;rizka ita;3;21/03/2022 12:57;Bagus sihh. Tapi kenapa apotik yg d pilih jauh banget dr rumah. Kasian bapak gojek nya
