"","text"
"2190","membantu "
"2191","your aeally need serious uding so much i made antment to doctor in hosl turned out the doctor is switched to another doctor schedule without notifying me also the hosl took ages to confirm my antment they said because your system also slow as hell end ucancelled my antment on this and made manually antment at the hosl for next week imagine i have to hold my  till next week think again what is your ose made this app"
"2192"," membantu"
"2193"," bermanfaat membantu solusi keluhan akit"
"2194","good app"
"2195"," terbantu  aasi "
"2196"," mengecewakan aasi   dii  jam  konsultasi reset reinstall tetadak   keterangan   koneksi telecustomer service cuman  saran default sei reset install ulang kirim video maaf  mengecewakan"
"2197","great app"
"2198","membantu"
"2199"," membantu "
"2200","ani  membantu  dokter nya  welcome wlwennya  bawel  oan kaya  tall   sabar "
"2201","konsultasi dokter skrg jd tis cedan terjangkau"
"2202","simdan mudah tolong  go send  ditambah tiat drivernya  kadang  u bayar ir dll  barang    siash  bayar     tiau bayar ir  tanda terimakasih  malam malam hujan hujan kirim obat"
"2203","menyusahkandulu sy sndiri sbg dokter mudah  sananskrg sulit ud reserkali hrs konsultasi  "
"2204","simdan gam  "
"2205"," membantu   pandemi  res tenaga medis   tedan ce"
"2206","aasi   membantu    emi  "
"2207","memudahkan"
"2208"," membantu   emi covid"
"2209","fast and resive"
"2210"," membantu  fast rese"
"2211","alhamdulillah  membantu  han asuransi  kantor  semada kesalahan  terhubung  aasi"
"2212","nice app"
"2213","membantu  hiduya tertolong   aasi "
"2214","error   beli obat ditanggung asuransi chat dokter gratis giliran tebus obat gabisa   logo  ditanggung asuransi sekalinya  free    home  force close udah bilang helknya  maintenance maintenance    udah reinstall uerelogin  "
"2215","i have valid crin from doctor and ud it to the aut the aeject it so i couldnt buy the medicine i dont see any use of this feature my ious review has been deleted"
"2216","very hel"
"2217","nice"
"2218","keren banget  aasi"
"2219"," efisien  tis tolong   dikasi tambahan fitur chat dg driver obat  gidak   menentukanmencari lokasi rumah oia     fitur tiat driver terima kasih"
"2220"," es nannya ham minggu giliran dibatalkan  nunggu    kerja wow mantab"
"2221","great  more discount or o ons"
"2222","cannot order medicine with crini used allianz as ent when i click order the areturn to homescreen and my order stay in the basket buggy apps"
"2223","good"
"2224","pelayanannya jelek banget pesen obat  jam an samam  sore ga  kabar pas nanya cs  dibilang klo ga  ak yg ambil ya klo gitu kasi notifikasi bambang  en dibiarin nunggu aja"
"2225","its not loading"
"2226","easy to understand"
"2227","mostly it work as exed there is a time the ent not working"
"2228","sngat cedn membantu"
"2229","this ais su easy to use and very hel surecommended"
"2230","aasi   membantu   daberkonsultasi  dokter  gejala akit    tubuh  membantu   damengambil langkah   berkonsultasi dokter  aasi    membantu    cemereschat   kirimkan"
"2231","ok"
"2232","mantap"
"2233","fast res"
"2234","akurat"
"2235","posting foto  chat file hd hasilnya terng screen shot hasilnya blur"
"2236","aasinya  lemot   ganti bintangnya    aikan"
"2237","berjalan sesuai"
"2238","always crash cant order my medication everytime i click order button it always direct me to the home"
"2239","transaksi beli obat gagal janji refund   kerja    kerja  blm  direfund bad service"
"2240","useless  aasi      ent i beberahannel   ent i goaasi error   mendaan kurir irim"
"2241"," membantu  agi d daerah sya msh ssh cri vet  dktr salis trntu"
"2242","aasi   menbantu"
"2243"," tis   u konsul  dokter   order  tes covid dokterdokternya ramah   mendengarkan keluhan en"
"2244","aasi yg  membantu udah kesekian kalinya  konsul via halodoc"
"2245","nice"
"2246"," membantu terima kasih sm aasi "
"2247"," terbantu   ndak   dokter   tetasa konsul daobat tanrs  rumah"
"2248","usefull and hell apps"
"2249","  halodoc  membantu  resdokternya oke  konsultasi"
"2250","pesan obat gam banget konsultasi  dokter  mudah  nyaman terkma kasih "
"2251","  dg yanan halodoc setiaat  direscedan "
"2252","mantap"
"2253","mantul banget  membantu kalo butuh obat  "
"2254"," membantu  konsultasi   emi "
"2255","its good to deliver the medicine but no with the consultation"
"2256","aasinya bagus han dokternya   harga yg menyesuaikan budget han ayaran yg   yg i  terbantu  dokter disana thanks ya"
"2257","simand easy to use"
"2258"," terbantu dgn konsultasi yg murah  lengkap"
"2259","aasi yg  membantu      kota  daerah yg jarang banget  ak  jam   aasi   dadengan mudah membeli  menemukan obat yg dijual  ak  jam "
"2260","very bad exence kalo  asuransi tiau chekout resekter gagal  nge bug please fix"
"2261","pelayanan  cejuga elasan yg detail"
"2262","konsul  dr dwi rosaline dokternya  ramah  elasan nya  bgtttt"
"2263"," buruk   mengirim n berkalikali  dokter    balasan   layanan konsuktasi  dibatalkan otomatis krn tlh mencawaktu menitsaya membayar jasa konsultasi tanendayanan an"
"2264","nyaman cetis  efficient harga terjangkau"
"2265","aasi nya  bagus ayaran  asuransi  gagalu iment lg"
"2266","the as ok easy enough to navigate but the quality of the doctors has diminished recently i used to get accurate diagnosis from doctors here even the ones who were still free at the beginning now i can u hundreds of idr just to get rude doctors who just dont care s the  minutes only reng twice or just dont know whats wrong with me please select your doctors well"
"2267"," membantu taerformance aasinya  lambat plese enhance your engine"
"2268","mantab emergency jam   dilayani makasih"
"2269",""
"2270","hel"
"2271","good and usefull"
"2272","bagus"
"2273","easy to use"
"2274","solusi tesaat sakit"
"2275"," kalo konsul  dokternya enak banget   analisa  sakit aamekasih reseayak konsul  teman  "
"2276"," membantu"
"2277","nice a really hell thank you"
"2278","terimakasih utk ahalodoc beli obat  konsultasi dgn dokter  sumudah obat lgsg dikirim  rumah  praktis  terimakasihhh"
"2279","hell and usefull"
"2280","mudah    selaras  behavior era digital membantu "
"2281","very useful"
"2282","good app"
"2283","good ation for hel me"
"2284","hel"
"2285","gagal  tiau beli obat pleass ganti develonya  baca review    beli obat t  konsul   baek aja lancar bgt halodoc please  ganti develo"
"2286","tertolong banget  aasi    malamobat tetaantar  hitungan jam luarr  halodoc"
"2287","quick  very hel"
"2288"," membantu agi   mendadak"
"2289"," membantu  harga konsul  dokter terjangkau"
"2290","algoritmanya gimana ya order obat  gresik ak  surabaya lol "
"2291"," berguna"
"2292","layanan ce sesuai intaan"
"2293","good service"
"2294","   ng bagus yanan dokter  sanan obatnya  ce"
"2295","rescemanteppp"
"2296"," dadiandalkan"
"2297","hel"
"2298","quick respon"
"2299","baguuususs"
"2300","aasi yg  membantu"
"2301","life savior thank youu"
"2302","very hel  tical"
"2303","ok"
"2304","very usefull and easy to communicate with doctor without in line in the hosl many thanks halodoc"
"2305","good app"
"2306","kereenn"
"2307","ok"
"2308","dokternya ramah  elasannya detil"
"2309","good doctor"
"2310","  ce very useful"
"2311","terima kasih  memudah    berobat    rumah  obat nya jg iriman nya cesekali terima kasih halodoc"
"2312"," praktis  membantu"
"2313"," gak  check out  sanan obat cs nya suruh ue ae versi  tk  ue  google anya  gimana"
"2314","ceyanan  ceiriman nya terimakasih halodoc"
"2315","setiali  konsultasi dokter i salah  obatnya  tersedia ahah  kemana  n obat seadanya  n  tibatiba obatnya  tersedia mencurigakan sih  males mending   klinik aja kalo gini"
"2316","hasil antigen   jam dijanjikan menit"
"2317","halodoc  membantu konsultasi    manakita  terima kasih"
"2318","tiau chat dokter  bgt gangguan jd saldo keng   ga direfund"
"2319"," membantu pelayanan cedan   aasi andalan   semke ak"
"2320"," membantu  emi  emi   varian delta    samsaat    berguna    keluarga"
"2321","first time but good exance thanks"
"2322","easy to use"
"2323","dokter widya sabar    kegalauan sy keluhan sy  terstruktur komunikatif   hati  sehat  dok"
"2324"," membantu   konsultasi  dokter"
"2325","membantu  taebagai cust  selektif  memilih dokter terall aya   "
"2326","bagus sihh taenak yg d h  banget dr rumah kasian bagojek nya"
"2327","easy  fast"
"2328","i admire halo doc for connecting essional without distance matter thx"
"2329","keren berobat  request obat yg    dokternya  ramah iriman ga am jam dah sammasukan  han ayaran dianyak"
"2330","terima kasih gk cm beli obat tnsul  enak bgt untungnya bs ketemu olog yg cocok  dlm x cari bener membantu   ngedown ditambah  diskonkrn uang sy an jg  bs bayar gojg makasih halodoc"
"2331","fast  hel"
"2332","book lab test hbac  klinik kf t sltn   h dateng udah ah alhasil disuruh  cabwaduk t  disuruh cancel via alangsung hub cs    utk es refund  hasilnya udah  hr nunggu  gak  duitnya kecewa halodoc yanan utk ara refund   mati bener gak becus klinik udah ah database gak diue alhasil customer kena getahnya  buruk"
"2333","ue  bikin  crashed"
"2334","oke yanan ce obat jg  langsung auto order  din gosendnya"
"2335","cedalam yanan tanggam  konsultasi"
"2336","aasinya  bermanfaat "
"2337","oustanding exence"
"2338","  mengerti sistem resea sei asudah ud resek   sesuai resen dibilang foto resedak diterima   aesekter  ud contoh resetuk dir taiaasi   han  obat dirkan  resenta dirkan bagaiman ak  membuatkan sesuai resep"
"2339","doctoc was rese quickly thanks dok"
"2340","st use this aso far so easy"
"2341","system issue when ordering the medicine it not solve until now days caused we cant get the antivirus which is very imant for my daughter"
"2342","pesanan kriman  samsaat   diterima mohon info iraan jam beraisa diterima"
"2343","quick rese thanks dokter yohanes"
"2344"," membantu agi   urgent  butuh nganan  ag   terima kasih halodoc semogaa   berkat utk masyarakat indonesia"
"2345","ok"
"2346","fast service"
"2347","best"
"2348","fast service"
"2349","mantebb sih klo lg sakit butuh cekonsul sm dokter trs ya obatnya   cebangett jd bs ce minum obatnya makasiii  membantuu luvluv"
"2350","thank you so much"
"2351","proses refund nggak beres"
"2352","obat  ak   tersedia ujung nya tete dokter  beli offline"
"2353","kelewat mahal harga obatnya kalo "
"2354"," kecewa  aasinya berhasil membayar i virtual account  riwayat    sistem chat  cs yg namanya meri infonya  dikirim link sms refund sesuai edur what coba kalo  mikir orang sakit gak  duit udah transfer duit nya gantung  tuh obat loh yah  beli makanansesuai edur gimana sih gak ngerti banget yanannnyakabukti akasaya simsemua"
"2355","membantu  aasi initerlebih  kitaanak anak sakit    langsung dibawa  rsja    membantu  olongan ama"
"2356","great app"
"2357"," membantuu aasi "
"2358","semterkendala  mendaftarkan no s asuransi   diresdan ditangani  cedan   k halodoc terima kasih"
"2359"," tis  membantu"
"2360","please inform how to buy faravir"
"2361","mantap"
"2362","hel"
"2363","berkali kali halodoc membantu   keluarga  mendaan vaksin  memesan obat   malam  emergency terima kasih halodoc aasi   "
"2364","selamat malam  aasi   csnya ya  membeli tabung ocycan  dibayar  vurtual account salah  bank   kesulitan  aasi virtual account    berhasil  ayaran   berhasil  ayaran   melebihi batas  ayaran  ah   refund  hangus uang yg  transfer terima kasih"
"2365","   terbantu  dg halodoc dokternya jg  komn  coba dokter  dokter tht ssonselor laktasi  memuaskan"
"2366","android  aasi berat   scroll browse obat batal beli"
"2367","terkadang ongkirnya kemahalan    kadih kode o  free ongkir  biar ongkir  murah"
"2368",""
"2369","aasi   membantu disertai  fitur  lengkaga"
"2370"," error disaat  elian obat"
"2371"," membantu  kondisi emi "
"2372"," membantu  kesehatan  "
"2373","aasi  membantu "
"2374","really hel for me to find a medicine in urgent situation"
"2375","cejelas akurat reasonable e"
"2376","thanks halodoc"
"2377","the doctor was resive and the medications were aligned with the national standard "
"2378"," membantu   u hrs dtg k tek dokter"
"2379","hel"
"2380","fast and to the t"
"2381"," mudah   bermanfaat"
"2382","udah berkalikali sukses konsul  halodoc recommended"
"2383","hel banget    konsul  dokter ga   trus en tau kondisi   ksa walauteterus ksa fisik sih tani membantu banget  riksaan  thankyou sukses halodoc"
"2384"," bermanfaat   membantu en"
"2385","cool"
"2386","very hel telemedicine"
"2387","so far still good"
"2388"," membantu"
"2389","bagus anya   konsultasi  mnt  singkat karna chat dgn dokter nya  makan   karna  tunggu balasan yg cukukan  dr eny purwanti recomended"
"2390","nice apps"
"2391","good"
"2392","best a easy resive effective"
"2393","berguna banget taemotnya ga nahan "
"2394"," membantu"
"2395","problem solved thank you"
"2396","pertam coba aini sdh  memuaskan terima kasih  halodoc"
"2397","hatur nuhun"
"2398"," membantu "
"2399","mantangat bermanfaat  membantu"
"2400","good app"
"2401","good service and fast"
"2402","sorry  ratingnya tya  aasi   u   embangan   error menu  tamcoba    menu toko kesehatan semoga  diaiki"
"2403","membantu memees administrasi  rs"
"2404","sulit dalokasi ak terdekat"
"2405","aasi  membantu"
"2406","a very hel athanks for making it easy and sim"
"2407","baguss "
"2408","ringkas efisien tis detail  fast rese"
"2409","telemedicine terburuk udah bayar tk dilayanin konsul samaktu konsul abis"
"2410"," membantu dokter nya    terimakasih halodoc"
"2411"," membantu"
"2412","siiedbd"
"2413","very simefficient and fast rese reliable apps"
"2414"," fuksin aja ribet bener  isi form ud ktstall aegistrasi kode otk masuk caeh"
"2415","cool"
"2416","dilayani dgn  dr stefany caroline"
"2417","perdana i  bagus bs membantu  elasan  ketidaktahuan   kesehatan mksh"
"2418","sgt membantu agi bs ngelink  asuransi dr sahaan   tdk bs  rmh sakit  bner sgt membantu trima kasih yah"
"2419","fast rese"
"2420","mudah "
"2421","membantu banget agi kalo  takut  rumah sakit  emi dokter ceresdan  membantu"
"2422","very hell easy communication and easy to hase the medicines"
"2423","samsaat  sungguh membantu utk konsul cepat"
"2424","bad first exence in this akonsul dibales  foto doang  kecewa"
"2425"," bermanfaat han dokternya jga beragam   resif"
"2426","membantu "
"2427","resdokter nya cedan elasan nya "
"2428","inovatif  membantu "
"2429"," bgt cancle orderan  tulisannya  obatnya  cancle order"
"2430","n obat dol sanmol  obh combi anak obat  taengan halodoc dih   ak    merugikan  ya    kasih saran aasi  sejenis tagga seaneh halodoc ngga ya terimakasih"
"2431","dokter resya bagus  cpt"
"2432","its useful"
"2433"," lihan dokter  tersedia lihan berdasarkan wilayah"
"2434","really hell when i cant go outside to buying medicine"
"2435","dokter alyca cesekali merese    terima kasih"
"2436","moal gagal mantakonya"
"2437","clear n fast"
"2438","aasi  memudahkan utk orang   berkonsultasi  dokter tanarus  rumah sakit    surat rujukan  rs  biaya konsultasinya  yg murah sme mahal dokter nya asli   ket alaman kerjanya  jg rating dokternya   jg  bikin jadwal konsul dll  aasi   recommended bgt utk  yg  konsultasi  dokter tnrus  rmah sakit trlbih dhulu"
"2439","good"
"2440","praktis  mudah"
"2441","this ais so much hel"
"2442","oke"
"2443"," terbantu tetaaktu habis   selesai konsultasi"
"2444","great"
"2445","cant sign uuh"
"2446","hel apps"
"2447","this as really hell for me and my whole family at home sally about medicines kee the good work"
"2448","sungguh layanan    masamasa sei "
"2449","got a bit confused at first on how to move around the aut it turned out ty easy"
"2450"," resif"
"2451","resdokter   rugi bayar sesi konsultasi   dikasih reseat doang   semnanya gejala akit   reschat doter   "
"2452"," membantu  terima kasih halodoc"
"2453","telemedicine favorit "
"2454","ok"
"2455","good rese  obat isoman ditanggung rintah sy   krn blm familier dg fiturnya terlanjur beli "
"2456"," membantu dimasa emi "
"2457","bermanfaat"
"2458","professional and hel rese"
"2459"," menolong a malem kl sakit terima kasih"
"2460","everything you need in one avery useful servisnya lengkanget  diudahsemuanya   online agi habis dihubungkan  asuransi  mudah banget  ngaga the ess is fast interface is clean with reasonable e and discounts"
"2461","aasi halodoc  membantu    sekeluarga  era emik  terima kasih halodoc"
"2462","maaf kasi bintang  saran  kalo  dokter iater yg   available   taman krn    berharasa konsultasi    membayar   meskidana nya   kembalikan  otomatis"
"2463","mantap"
"2464"," membantu"
"2465","dokternya informatif  tis gausah buang  antri ang  rs  konsultasi ama mah"
"2466","good choice"
"2467","good app"
"2468","thank you for hel us"
"2469","kenaabisa to saldo i virtual account ya"
"2470"," kali konsul  salis cukumuaskan  menenangkan     rs  kondisi sei "
"2471","membantu   diagnosa   diagnosa akit ringan  beberaokter standby  gratis ta  beberaokter  aktif  berbayar taa mahal  maaf  edit laian   utk saran  dibagian laian dokter tolong  range laian  skala    like  dislike   laian en     calon en  memilih dokter  salisasi  "
"2472","cejelas  murah"
"2473","seamless exence"
"2474","good aood reses"
"2475","ok"
"2476","easy to use"
"2477","konsultasi ga  buang "
"2478","good for emeregency help"
"2479","very hell apps"
"2480","keren  membantu"
"2481"," tingkatin  yuk metode iriman obatnyaa   auto tauto forward detail alamatnyastruknya  driver  elektronik struknya  gak cantumin detail note alamatnya meskiuser udah kasih note iriman kasian driver nya bingung cari alamatnya     kontakan  tetangga nyasar kemana obatnya kalo ddriver   cuek lgs main taro  user  i t  kadang gak  akurat no alamatnya meskititiknya  "
"2482","penjelasan cukulas unt dimengerti"
"2483","excellent services"
"2484","   masuk  gak  krn kode otk dikirim kirim "
"2485","love this app"
"2486","good"
"2487"," membantu cetanggan ramah"
"2488"," membantu"
"2489","saran      data umur  status  menikahbelum   tulis lengkaluhan beserta tanggal kejadian   beraama  membantu analisa dokter     ceselesai"
"2490","not easy user"
"2491","hell easy to use"
"2492","really hell"
"2493","oke dokter yanan ce konek  ak utk dbat  driver jg ce"
"2494","ok banget resdokternya cen ramah mantab jiwa thx halodoc"
"2495"," memudahkan"
"2496","useful"
"2497","  mengerti"
"2498"," membantu"
"2499","fast respon"
"2500","terima kasih"
"2501","good aso far   kendala  "
"2502"," mudah  membantu"
"2503","tks  layanan dokter  online dokternya    membantu"
"2504","very hel"
"2505","work as intended"
"2506","i have a bad exence of receiving an exd medicine and no good rese for my comn its not a matter of money its a matter of trust i have already uninstalled this app"
"2507","user friendly"
"2508"," membantu dg yanan yg komunikatif  sistematisndn terarah"
"2509","berguna    emic sei "
"2510","tried to helfriend ordered medicine for his child who lives outside jakarta but it took long time to ess the order  days and delivered it i ed the order last saturday and it hasnt arrived yet until today whats going on tried to e comn but the virtual chat doesnt helch i think the anly works well in jakarta or cities around java but it doesnt solve the lem for those who live outside java what a "
"2511","aasi yg berguna mudah  resjg cepat"
"2512","very hel  good exence chat with telemedicine doctor fast rese"
"2513","easy to use and very hell"
"2514"," membantu"
"2515","dok firda tonget"
"2516","helly"
"2517","hel"
"2518","tolong  ak  berkerjasama  halodoc obat  din dimasukan   tik kliat layaknya obat  direse dokter dikasi catatan dosis kaian    ak  tandai yg mengirim obat  dibungkus tik halodoc  tanencantumkan dosis makan yg direse dokter  tertukar gimana tuh  orang sakit yg merawatnya jadj bingung    salah kasih obat"
"2519",""
"2520"," membantu"
"2521","really hel app"
"2522","servicenya "
"2523","good"
"2524","disanted exence in isoman age less coordination in halodoc team n unsant service for home feature"
"2525","ayg bagus  membantu sekalicuma  membingungkan aja  "
"2526","cememleh rese dgn "
"2527","hel"
"2528","cs  ramah"
"2529","very good and very useful"
"2530","i cannot download to  the doctor recomendation and doctor notes the keewnload unsuccesful"
"2531"," membantu dimasa emi   ga u  rs  utk konsul   reseat agi disaat   membutuhkan saran dokter  kasih  bintang  "
"2532"," diue tdk   dokter yg dicover  asuransi why"
"2533","very hel   emi "
"2534","very hel so far thanks for the good work"
"2535","konsul  dr rima novia  komunikatif     anyaan "
"2536"," membantuterima kasih"
"2537","mudah gunaan nya dokter ny ramah  iriman obat nya cepat"
"2538","nyaman    membantu    lag  eror"
"2539"," tis konsultasi  dokter tetabatnya  terbatas mudahan  ue     obatnya"
"2540","excellent"
"2541","layanan cedan  membantu"
"2542","best of the best"
"2543"," membantu"
"2544","hebat"
"2545"," membantu terima kasih halodoc"
"2546"," membantu"
"2547"," membantu  kena covid amkg tks halodo"
"2548","pengalaman terburuk ga  ah n obat i halodoc  hati siaecewa  yg n obat  halodoc bbrari  n obat  orang tua pngiriman instan  ga   tersedia riman standar yg tertulis   bencana trjadi stelah bayar verifikasi   sehari stelah bayar   notifikasi kaakan dikirim  itungan    ag   perkiraan samterus berubah emailchat csdm twitterga  respon"
"2549","nice"
"2550","good aso hel"
"2551"," bagus membantu"
"2552"," beli obat vectrine syrung    obat tablet   comn  ahalodoc samsaat    res   tindak  akasi   mengecewakan   membeli obat  lahi sakit  utk kesenangan  tetaita diainkan ak  halodoc  diam "
"2553","aasi embohong yanan nya  buruk"
"2554"," membantu  terima kasih"
"2555","pesanan cedan    cedirese"
"2556","good"
"2557","ok"
"2558","very hel aedbd"
"2559"," sesuai anyaan  membantu"
"2560","resif"
"2561","good"
"2562","good"
"2563","running so well can consult clearly"
"2564","aasi ribet   order obat  item  iriman terh"
"2565","keren layanan telemedisin obat sdh diterima   yg   konsul"
"2566","good app"
"2567","mudah cedan efektif"
"2568"," membantu"
"2569","dokternya sabar  cukuliti sih konsultasi"
"2570","mudah cedan  dibutuhkan disaat emi "
"2571"," bermanfaat"
"2572","mantab"
"2573","cukumbantu terkait akit yg dialami walauakhirnya disarankan cek kedokter langsung ttidaknya dg aasi   membantu en utk  tenang  akitnya"
"2574"," membantu"
"2575","fast and good rese"
"2576","good acation"
"2577","really hell my question is why there is no drugstore name"
"2578","very hell in this condition thank you"
"2579","aasi   membantu     daberobat langsung  rs dokternya jg teraya "
"2580"," membantu"
"2581","great aand very effecient"
"2582","duh keren banget sih   emi kayak gini aasi  sangaaat membantu pengiriman cedan harganya  yg  murah dreli langsung  ak terima kasih halodoc awesome"
"2583","hel n quick rese"
"2584","membantu  situasi ga kondusif utk  dokter"
"2585"," membantu  konsul mendadak agi   emi "
"2586","semudah  konsultasi  dokter beralaman tanarus i  rs  antri  halodoc kereennn"
"2587","usefull"
"2588","hel"
"2589","so hel"
"2590","thx for being hel in the right time"
"2591","good a so hel"
"2592"," gak  ud  dokter   obat yg u resekter customer  konsultasi berbayar  halodoc     a jg reseri dokter offline ketauan banget halodoc  cari untung"
"2593","good"
"2594","awesome"
"2595","x n x  dadies  obat   ikan tersedia pemesanan ama    resetuk  sanan   ikan obat yg  u reseetadak dadies anya susah dii membingungkan rubah keranjang u refresh   tau obatnya tersedia     keranjang  u  refresh keranjang"
"2596","reliable"
"2597","reliable"
"2598"," membantu"
"2599"," membantu"
"2600"," membantu agi      gojek"
"2601","easy way to consult with doctor and get medicine we need"
"2602","layanan terbaik cealurat  sigap"
"2603","sesat terinfo jam   vaksin   dr jam   jam   istirahat aego   lokasi    aasi  salah "
"2604","hel when you at home and need a doctor"
"2605","test pcr komitmen x jam     muncul"
"2606","good apps"
"2607","domisili  bali beli obat t b avigan  en covid  kirim  sidoarjo gak   kali kirim  sabang aceh  manokwari aja    nya pakai halo doc  zaman halo doc belom terkenal samsekarang gak   i halo doc  gw  rekomen orangorang  gak  i halo doc investors halo doc   groutra  telkom gw lesahamsaham astra  telkom gw senin de semoga  degak dasuntikan anaan "
"2608","aasinya mudah  dokternya cedalam resdan  anyaan"
"2609","amazing"
"2610","halodoc makes life so much easier thank you "
"2611","cannot connect with ethernet berhenti menginstruksikan aasi    wifi  data   aasi   el  bermasalah"
"2612","udah bayar  konsultasi  gak    kamttt "
"2613","ehh  nio   anak gw sakit udah samginunya gw n obat  udah nunggu  lo batalin  enaknya ongkosnya lo  kembalikan aipu"
"2614","praktis "
"2615","  dokternya ramah bikin janji  gam  iriman obat  cepat"
"2616","cepatttttttt nyampeeeeeeee"
"2617","good avery hel in current situation"
"2618","best apps"
"2619","very hell"
"2620"," membantu"
"2621","better than before"
"2622","dokternya resive banget  sarannya bagus banget bikin nggak khawatir  terima kasih ya dok"
"2623","this aas grown for the better in the years i had since first saw i launch fantastic recommended"
"2624","membantu  agi  emi  takut dtng  rs halodoc  solutif"
"2625","user friendly  ceresenya"
"2626","membantu  dimasa covid "
"2627","very hel"
"2628","terible"
"2629","memudahkan  kobsultasi akit bergejala ringan"
"2630","works well with my insurance"
"2631","  beli obat aja ttika art  layanan telemedisin nya  membantu kee the good work"
"2632","oke sih ng   doakan dokternya sabar  en  ga"
"2633","kesalahan dokter  keterangan diagnosa  salah tulis obat  rese  sistem  terhitung x konsultasi  cm x  tdk bs membeli obat   yg   tanggungan asuransi  kecewa  en  menghubungi cs trcuma tetadak membantu reseat   dibayar dgn asuransi  rese salah  rese sesuai tdk tercover istem halodoc tolong tingkatkan  kualitas sistemnya  sy  cb ama kali lsg kecewa"
"2634","layanan lancar dokternya oke"
"2635"," dokternya suka ngasih resehh"
"2636","mudah   membantu"
"2637","mantab  bermanfaat"
"2638","connect sm asuransi kantor  tinggal bayar selisihnya  mantap"
"2639","very hel for me"
"2640","simand easy to use"
"2641","good rese"
"2642"," menyesal  aasi halodoc  vaksinasi booster     dinyatakan vaksin  habis kalo gt ga u reservasi    cuti    aasi   buruk"
"2643","excellent"
"2644","resyg "
"2645","easy"
"2646","hell"
"2647"," memudahkan  membantu"
"2648"," bermanfaat "
"2649"," membantu    bsa  rumah"
"2650","dokternya  sabar   informasi "
"2651","bagus"
"2652","good"
"2653","konsul dgn dokter  membantu dokternya ramah  resif"
"2654","membantu banget   darurat"
"2655","mantafcesamsangat menolong "
"2656","hel athanks"
"2657","ok"
"2658"," membantu  urgent "
"2659","obat samengan selamatsecara seharian telfonin  rs langganan  ak obat yg d cari kosong alhamdulilah  halo doc obat tersedia mantapp"
"2660","layanan   bermanfaat"
"2661","halodoc  gimana udah bayar dokter  tersedia  konsultasi udah bayar  dibilang dokter  tersedia trus uangnya ga langsung  nunggu sam  kerja udah ganti n sam dokter   udah berauh uang masuk ga  langsung "
"2662","ux nya  nyaman"
"2663"," membantu"
"2664","good advise and reasonable"
"2665","very simple"
"2666","sanga memudahkan utk konsultasi dokter  no antri alhamdulillah"
"2667","utk dokter fauzia jemluarbiasa"
"2668","terbantu   isoman"
"2669"," bermanfaat"
"2670","hell"
"2671","dokternya  menangani en"
"2672"," membantu rescepat"
"2673","quick action in answer syms lem"
"2674","hell and susim the best"
"2675","  review dokternya"
"2676","got the worst exence of contact the agent via live chat extra note halodoc doesnt have commitment to solve customers lem although if its their mistake i need to chat cs several times and none of their answers ease me btw i just need refund and after several chat i asked when they would refund my money they finally gave me answer and it took almost  days just to refund r unbelievable"
"2677","the best"
"2678","all good fast and cheap"
"2679","good"
"2680","cake berguna nih aasi"
"2681","good job"
"2682","good services"
"2683","dokter resve akesehatan yg tis  membantu"
"2684","aasi yg  membantu berkah  utk tim halodoc"
"2685","  transaksi t sehat   taenaidak     mencoba email  dm  instagram taesbegitu lambat"
"2686","  yg mobilitas terbatas agi ditengah emi halodoc  berguna coba dikembangkan  aya    tirir yg  obat  antarnya  aemen yg  biaya ir masuk  en ny bener gakbisa ambil obat lsg   sakit  gak  cash  ganti uang ir masuk     en  aaja terimakasih  sukses   ani   yg tergabung  ani"
"2687","best ao buy medicine cedan gam recommended    butuh obat  ce tijangan ah  alik  beli obat aasi ga "
"2688"," sulit  refund   nunggu     taawabannya    konfirmasi  tim   sendang  koordinasikan  tim  tolong  jelasannya   refund"
"2689"," membantu"
"2690","good so far"
"2691","aya  membantu "
"2692","nice tbih bagus lg   feature cek driver udh samana"
"2693"," membantu"
"2694","a little bit buggy can be better"
"2695"," membantu  menebus reseat isoman    t kemenkes"
"2696","mantarah"
"2697","very bad a need to meet with the doctor immediately caused i got omicron but after checkout my ent are failed several times i need doctor immediately bruhh  you cant  with ents with serious illness"
"2698","sayangnya   kerja   bpjs terkait biaya obat"
"2699","nice easy to use"
"2700"," membantu"
"2701","great value  easy interface"
"2702","very very useful esally in this emic time"
"2703","udh x nyoba konsultasi  alhamdulillaj skrg   diudah scr online"
"2704","awesome aasy to use"
"2705","mantabs"
"2706","sgt membantu"
"2707","sistem suka membatalkan otomatis  biaya   direfund"
"2708"," membantu telemedicin"
"2709","it is always hell asally with this covid condition and the doctors are ready and friendlythank halodoc"
"2710","aasi   membantu agi   emi sei  terima kasih halodoc "
"2711","so hel a"
"2712"," membantu en yg dirumah"
"2713","very hel aesally during this emic so i dont have to go outside to buy any medicine"
"2714"," membantu "
"2715"," membantu   terkena covid  tdk  obat tersedia   ak"
"2716"," membantu mudah"
"2717","fast res  akurat"
"2718","keren"
"2719"," membantu   isoman"
"2720"," terbantu  aasi "
"2721","mudah   resya ce tks"
"2722","mudah  lancarrr"
"2723"," membantu   elian obat"
"2724","great re from the doctor"
"2725","sistem aneh lokasi n  cit daak  kramat jati  samhubungi cs by e tetadak  cancel kasihan driver woy   ongkos  ribu    rugi   menunggu obat  kasih tiambahan  driver"
"2726","ok"
