"","klasifikasi","score","text"
"2204","Netral",0,"simdan gam  "
"2205","Positif",1," membantu   pandemi  res tenaga medis   tedan ce"
"2206","Netral",0,"aasi   membantu    emi  "
"2207","Positif",1,"memudahkan"
"2208","Netral",0," membantu   emi covid"
"2209","Netral",0,"fast and resive"
"2210","Netral",0," membantu  fast rese"
"2211","Netral",0,"alhamdulillah  membantu  han asuransi  kantor  semada kesalahan  terhubung  aasi"
"2212","Netral",0,"nice app"
"2213","Netral",0,"membantu  hiduya tertolong   aasi "
"2214","Positif",1,"error   beli obat ditanggung asuransi chat dokter gratis giliran tebus obat gabisa   logo  ditanggung asuransi sekalinya  free    home  force close udah bilang helknya  maintenance maintenance    udah reinstall uerelogin  "
"2215","Netral",0,"i have valid crin from doctor and ud it to the aut the aeject it so i couldnt buy the medicine i dont see any use of this feature my ious review has been deleted"
"2216","Netral",0,"very hel"
"2217","Netral",0,"nice"
"2218","Positif",2,"keren banget  aasi"
"2219","Positif",4," efisien  tis tolong   dikasi tambahan fitur chat dg driver obat  gidak   menentukanmencari lokasi rumah oia     fitur tiat driver terima kasih"
"2220","Positif",2," es nannya ham minggu giliran dibatalkan  nunggu    kerja wow mantab"
"2221","Netral",0,"great  more discount or o ons"
"2222","Netral",0,"cannot order medicine with crini used allianz as ent when i click order the areturn to homescreen and my order stay in the basket buggy apps"
"2223","Netral",0,"good"
"2224","Negatif",-3,"pelayanannya jelek banget pesen obat  jam an samam  sore ga  kabar pas nanya cs  dibilang klo ga  ak yg ambil ya klo gitu kasi notifikasi bambang  en dibiarin nunggu aja"
"2225","Netral",0,"its not loading"
"2226","Netral",0,"easy to understand"
"2227","Netral",0,"mostly it work as exed there is a time the ent not working"
"2228","Netral",0,"sngat cedn membantu"
"2229","Netral",0,"this ais su easy to use and very hel surecommended"
"2230","Netral",0,"aasi   membantu   daberkonsultasi  dokter  gejala akit    tubuh  membantu   damengambil langkah   berkonsultasi dokter  aasi    membantu    cemereschat   kirimkan"
"2231","Netral",0,"ok"
"2232","Netral",0,"mantap"
"2233","Netral",0,"fast res"
"2234","Netral",0,"akurat"
"2235","Netral",0,"posting foto  chat file hd hasilnya terng screen shot hasilnya blur"
"2236","Negatif",-2,"aasinya  lemot   ganti bintangnya    aikan"
"2237","Positif",1,"berjalan sesuai"
"2238","Netral",0,"always crash cant order my medication everytime i click order button it always direct me to the home"
"2239","Netral",0,"transaksi beli obat gagal janji refund   kerja    kerja  blm  direfund bad service"
"2240","Netral",0,"useless  aasi      ent i beberahannel   ent i goaasi error   mendaan kurir irim"
"2241","Netral",0," membantu  agi d daerah sya msh ssh cri vet  dktr salis trntu"
"2242","Netral",0,"aasi   menbantu"
"2243","Netral",0," tis   u konsul  dokter   order  tes covid dokterdokternya ramah   mendengarkan keluhan en"
"2244","Netral",0,"aasi yg  membantu udah kesekian kalinya  konsul via halodoc"
"2245","Netral",0,"nice"
"2246","Positif",2," membantu terima kasih sm aasi "
"2247","Negatif",-1," terbantu   ndak   dokter   tetasa konsul daobat tanrs  rumah"
"2248","Netral",0,"usefull and hell apps"
"2249","Netral",0,"  halodoc  membantu  resdokternya oke  konsultasi"
"2250","Positif",3,"pesan obat gam banget konsultasi  dokter  mudah  nyaman terkma kasih "
"2251","Netral",0,"  dg yanan halodoc setiaat  direscedan "
"2252","Netral",0,"mantap"
"2253","Positif",1,"mantul banget  membantu kalo butuh obat  "
"2254","Netral",0," membantu  konsultasi   emi "
"2255","Netral",0,"its good to deliver the medicine but no with the consultation"
"2256","Negatif",-1,"aasinya bagus han dokternya   harga yg menyesuaikan budget han ayaran yg   yg i  terbantu  dokter disana thanks ya"
"2257","Netral",0,"simand easy to use"
"2258","Negatif",-1," terbantu dgn konsultasi yg murah  lengkap"
"2259","Positif",1,"aasi yg  membantu      kota  daerah yg jarang banget  ak  jam   aasi   dadengan mudah membeli  menemukan obat yg dijual  ak  jam "
"2260","Negatif",-2,"very bad exence kalo  asuransi tiau chekout resekter gagal  nge bug please fix"
"2261","Netral",0,"pelayanan  cejuga elasan yg detail"
"2262","Positif",1,"konsul  dr dwi rosaline dokternya  ramah  elasan nya  bgtttt"
"2263","Negatif",-1," buruk   mengirim n berkalikali  dokter    balasan   layanan konsuktasi  dibatalkan otomatis krn tlh mencawaktu menitsaya membayar jasa konsultasi tanendayanan an"
"2264","Positif",1,"nyaman cetis  efficient harga terjangkau"
"2265","Positif",1,"aasi nya  bagus ayaran  asuransi  gagalu iment lg"
"2266","Netral",0,"the as ok easy enough to navigate but the quality of the doctors has diminished recently i used to get accurate diagnosis from doctors here even the ones who were still free at the beginning now i can u hundreds of idr just to get rude doctors who just dont care s the  minutes only reng twice or just dont know whats wrong with me please select your doctors well"
"2267","Negatif",-1," membantu taerformance aasinya  lambat plese enhance your engine"
"2268","Positif",1,"mantab emergency jam   dilayani makasih"
"2269","Netral",0,""
"2270","Netral",0,"hel"
"2271","Netral",0,"good and usefull"
"2272","Positif",1,"bagus"
"2273","Netral",0,"easy to use"
"2274","Netral",0,"solusi tesaat sakit"
"2275","Positif",2," kalo konsul  dokternya enak banget   analisa  sakit aamekasih reseayak konsul  teman  "
"2276","Netral",0," membantu"
"2277","Netral",0,"nice a really hell thank you"
"2278","Negatif",-1,"terimakasih utk ahalodoc beli obat  konsultasi dgn dokter  sumudah obat lgsg dikirim  rumah  praktis  terimakasihhh"
"2279","Netral",0,"hell and usefull"
"2280","Netral",0,"mudah    selaras  behavior era digital membantu "
"2281","Netral",0,"very useful"
"2282","Netral",0,"good app"
"2283","Netral",0,"good ation for hel me"
"2284","Netral",0,"hel"
"2285","Negatif",-4,"gagal  tiau beli obat pleass ganti develonya  baca review    beli obat t  konsul   baek aja lancar bgt halodoc please  ganti develo"
"2286","Positif",1,"tertolong banget  aasi    malamobat tetaantar  hitungan jam luarr  halodoc"
"2287","Netral",0,"quick  very hel"
"2288","Negatif",-1," membantu agi   mendadak"
"2289","Netral",0," membantu  harga konsul  dokter terjangkau"
"2290","Negatif",-1,"algoritmanya gimana ya order obat  gresik ak  surabaya lol "
"2291","Netral",0," berguna"
"2292","Positif",1,"layanan ce sesuai intaan"
"2293","Netral",0,"good service"
"2294","Positif",1,"   ng bagus yanan dokter  sanan obatnya  ce"
"2295","Netral",0,"rescemanteppp"
"2296","Netral",0," dadiandalkan"
"2297","Netral",0,"hel"
"2298","Netral",0,"quick respon"
"2299","Netral",0,"baguuususs"
"2300","Netral",0,"aasi yg  membantu"
"2301","Netral",0,"life savior thank youu"
"2302","Netral",0,"very hel  tical"
"2303","Netral",0,"ok"
"2304","Netral",0,"very usefull and easy to communicate with doctor without in line in the hosl many thanks halodoc"
"2305","Netral",0,"good app"
"2306","Netral",0,"kereenn"
"2307","Netral",0,"ok"
"2308","Positif",1,"dokternya ramah  elasannya detil"
"2309","Netral",0,"good doctor"
"2310","Netral",0,"  ce very useful"
"2311","Positif",3,"terima kasih  memudah    berobat    rumah  obat nya jg iriman nya cesekali terima kasih halodoc"
"2312","Netral",0," praktis  membantu"
"2313","Netral",0," gak  check out  sanan obat cs nya suruh ue ae versi  tk  ue  google anya  gimana"
"2314","Netral",0,"ceyanan  ceiriman nya terimakasih halodoc"
"2315","Netral",0,"setiali  konsultasi dokter i salah  obatnya  tersedia ahah  kemana  n obat seadanya  n  tibatiba obatnya  tersedia mencurigakan sih  males mending   klinik aja kalo gini"
"2316","Netral",0,"hasil antigen   jam dijanjikan menit"
"2317","Positif",2,"halodoc  membantu konsultasi    manakita  terima kasih"
"2318","Negatif",-2,"tiau chat dokter  bgt gangguan jd saldo keng   ga direfund"
"2319","Netral",0," membantu pelayanan cedan   aasi andalan   semke ak"
"2320","Netral",0," membantu  emi  emi   varian delta    samsaat    berguna    keluarga"
"2321","Netral",0,"first time but good exance thanks"
"2322","Netral",0,"easy to use"
"2323","Negatif",-1,"dokter widya sabar    kegalauan sy keluhan sy  terstruktur komunikatif   hati  sehat  dok"
"2324","Netral",0," membantu   konsultasi  dokter"
"2325","Positif",2,"membantu  taebagai cust  selektif  memilih dokter terall aya   "
"2326","Positif",1,"bagus sihh taenak yg d h  banget dr rumah kasian bagojek nya"
"2327","Netral",0,"easy  fast"
"2328","Netral",0,"i admire halo doc for connecting essional without distance matter thx"
"2329","Positif",1,"keren berobat  request obat yg    dokternya  ramah iriman ga am jam dah sammasukan  han ayaran dianyak"
"2330","Positif",6,"terima kasih gk cm beli obat tnsul  enak bgt untungnya bs ketemu olog yg cocok  dlm x cari bener membantu   ngedown ditambah  diskonkrn uang sy an jg  bs bayar gojg makasih halodoc"
"2331","Netral",0,"fast  hel"
"2332","Negatif",-2,"book lab test hbac  klinik kf t sltn   h dateng udah ah alhasil disuruh  cabwaduk t  disuruh cancel via alangsung hub cs    utk es refund  hasilnya udah  hr nunggu  gak  duitnya kecewa halodoc yanan utk ara refund   mati bener gak becus klinik udah ah database gak diue alhasil customer kena getahnya  buruk"
"2333","Positif",1,"ue  bikin  crashed"
"2334","Netral",0,"oke yanan ce obat jg  langsung auto order  din gosendnya"
"2335","Netral",0,"cedalam yanan tanggam  konsultasi"
"2336","Positif",1,"aasinya  bermanfaat "
"2337","Netral",0,"oustanding exence"
"2338","Positif",4,"  mengerti sistem resea sei asudah ud resek   sesuai resen dibilang foto resedak diterima   aesekter  ud contoh resetuk dir taiaasi   han  obat dirkan  resenta dirkan bagaiman ak  membuatkan sesuai resep"
"2339","Netral",0,"doctoc was rese quickly thanks dok"
"2340","Netral",0,"st use this aso far so easy"
"2341","Netral",0,"system issue when ordering the medicine it not solve until now days caused we cant get the antivirus which is very imant for my daughter"
"2342","Positif",2,"pesanan kriman  samsaat   diterima mohon info iraan jam beraisa diterima"
"2343","Netral",0,"quick rese thanks dokter yohanes"
"2344","Positif",2," membantu agi   urgent  butuh nganan  ag   terima kasih halodoc semogaa   berkat utk masyarakat indonesia"
"2345","Netral",0,"ok"
"2346","Netral",0,"fast service"
"2347","Netral",0,"best"
"2348","Netral",0,"fast service"
"2349","Negatif",-1,"mantebb sih klo lg sakit butuh cekonsul sm dokter trs ya obatnya   cebangett jd bs ce minum obatnya makasiii  membantuu luvluv"
"2350","Netral",0,"thank you so much"
"2351","Netral",0,"proses refund nggak beres"
"2352","Positif",1,"obat  ak   tersedia ujung nya tete dokter  beli offline"
"2353","Netral",0,"kelewat mahal harga obatnya kalo "
"2354","Negatif",-1," kecewa  aasinya berhasil membayar i virtual account  riwayat    sistem chat  cs yg namanya meri infonya  dikirim link sms refund sesuai edur what coba kalo  mikir orang sakit gak  duit udah transfer duit nya gantung  tuh obat loh yah  beli makanansesuai edur gimana sih gak ngerti banget yanannnyakabukti akasaya simsemua"
"2355","Netral",0,"membantu  aasi initerlebih  kitaanak anak sakit    langsung dibawa  rsja    membantu  olongan ama"
"2356","Netral",0,"great app"
"2357","Netral",0," membantuu aasi "
"2358","Positif",2,"semterkendala  mendaftarkan no s asuransi   diresdan ditangani  cedan   k halodoc terima kasih"
"2359","Netral",0," tis  membantu"
"2360","Netral",0,"please inform how to buy faravir"
"2361","Netral",0,"mantap"
"2362","Netral",0,"hel"
"2363","Positif",2,"berkali kali halodoc membantu   keluarga  mendaan vaksin  memesan obat   malam  emergency terima kasih halodoc aasi   "
"2364","Positif",4,"selamat malam  aasi   csnya ya  membeli tabung ocycan  dibayar  vurtual account salah  bank   kesulitan  aasi virtual account    berhasil  ayaran   berhasil  ayaran   melebihi batas  ayaran  ah   refund  hangus uang yg  transfer terima kasih"
"2365","Netral",0,"   terbantu  dg halodoc dokternya jg  komn  coba dokter  dokter tht ssonselor laktasi  memuaskan"
"2366","Negatif",-1,"android  aasi berat   scroll browse obat batal beli"
"2367","Netral",0,"terkadang ongkirnya kemahalan    kadih kode o  free ongkir  biar ongkir  murah"
"2368","Netral",0,""
"2369","Positif",1,"aasi   membantu disertai  fitur  lengkaga"
"2370","Netral",0," error disaat  elian obat"
"2371","Netral",0," membantu  kondisi emi "
"2372","Positif",1," membantu  kesehatan  "
"2373","Netral",0,"aasi  membantu "
"2374","Netral",0,"really hel for me to find a medicine in urgent situation"
"2375","Netral",0,"cejelas akurat reasonable e"
"2376","Netral",0,"thanks halodoc"
"2377","Netral",0,"the doctor was resive and the medications were aligned with the national standard "
"2378","Netral",0," membantu   u hrs dtg k tek dokter"
"2379","Netral",0,"hel"
"2380","Netral",0,"fast and to the t"
"2381","Positif",1," mudah   bermanfaat"
"2382","Positif",1,"udah berkalikali sukses konsul  halodoc recommended"
"2383","Positif",2,"hel banget    konsul  dokter ga   trus en tau kondisi   ksa walauteterus ksa fisik sih tani membantu banget  riksaan  thankyou sukses halodoc"
"2384","Positif",1," bermanfaat   membantu en"
"2385","Netral",0,"cool"
"2386","Netral",0,"very hel telemedicine"
"2387","Netral",0,"so far still good"
"2388","Netral",0," membantu"
"2389","Positif",1,"bagus anya   konsultasi  mnt  singkat karna chat dgn dokter nya  makan   karna  tunggu balasan yg cukukan  dr eny purwanti recomended"
"2390","Netral",0,"nice apps"
"2391","Netral",0,"good"
"2392","Netral",0,"best a easy resive effective"
"2393","Netral",0,"berguna banget taemotnya ga nahan "
"2394","Netral",0," membantu"
"2395","Netral",0,"problem solved thank you"
"2396","Positif",2,"pertam coba aini sdh  memuaskan terima kasih  halodoc"
"2397","Netral",0,"hatur nuhun"
"2398","Netral",0," membantu "
"2399","Positif",1,"mantangat bermanfaat  membantu"
"2400","Netral",0,"good app"
"2401","Netral",0,"good service and fast"
"2402","Positif",1,"sorry  ratingnya tya  aasi   u   embangan   error menu  tamcoba    menu toko kesehatan semoga  diaiki"
"2403","Netral",0,"membantu memees administrasi  rs"
"2404","Netral",0,"sulit dalokasi ak terdekat"
"2405","Netral",0,"aasi  membantu"
"2406","Netral",0,"a very hel athanks for making it easy and sim"
"2407","Netral",0,"baguss "
"2408","Positif",2,"ringkas efisien tis detail  fast rese"
"2409","Negatif",-1,"telemedicine terburuk udah bayar tk dilayanin konsul samaktu konsul abis"
"2410","Netral",0," membantu dokter nya    terimakasih halodoc"
"2411","Netral",0," membantu"
"2412","Netral",0,"siiedbd"
"2413","Netral",0,"very simefficient and fast rese reliable apps"
"2414","Negatif",-1," fuksin aja ribet bener  isi form ud ktstall aegistrasi kode otk masuk caeh"
"2415","Netral",0,"cool"
"2416","Netral",0,"dilayani dgn  dr stefany caroline"
"2417","Positif",2,"perdana i  bagus bs membantu  elasan  ketidaktahuan   kesehatan mksh"
"2418","Positif",2,"sgt membantu agi bs ngelink  asuransi dr sahaan   tdk bs  rmh sakit  bner sgt membantu trima kasih yah"
"2419","Netral",0,"fast rese"
"2420","Netral",0,"mudah "
"2421","Netral",0,"membantu banget agi kalo  takut  rumah sakit  emi dokter ceresdan  membantu"
"2422","Netral",0,"very hell easy communication and easy to hase the medicines"
"2423","Positif",2,"samsaat  sungguh membantu utk konsul cepat"
"2424","Negatif",-1,"bad first exence in this akonsul dibales  foto doang  kecewa"
"2425","Positif",1," bermanfaat han dokternya jga beragam   resif"
"2426","Netral",0,"membantu "
"2427","Netral",0,"resdokter nya cedan elasan nya "
"2428","Positif",1,"inovatif  membantu "
"2429","Netral",0," bgt cancle orderan  tulisannya  obatnya  cancle order"
"2430","Negatif",-2,"n obat dol sanmol  obh combi anak obat  taengan halodoc dih   ak    merugikan  ya    kasih saran aasi  sejenis tagga seaneh halodoc ngga ya terimakasih"
"2431","Positif",1,"dokter resya bagus  cpt"
"2432","Netral",0,"its useful"
"2433","Positif",1," lihan dokter  tersedia lihan berdasarkan wilayah"
"2434","Netral",0,"really hell when i cant go outside to buying medicine"
"2435","Positif",2,"dokter alyca cesekali merese    terima kasih"
"2436","Negatif",-1,"moal gagal mantakonya"
"2437","Netral",0,"clear n fast"
"2438","Positif",2,"aasi  memudahkan utk orang   berkonsultasi  dokter tanarus  rumah sakit    surat rujukan  rs  biaya konsultasinya  yg murah sme mahal dokter nya asli   ket alaman kerjanya  jg rating dokternya   jg  bikin jadwal konsul dll  aasi   recommended bgt utk  yg  konsultasi  dokter tnrus  rmah sakit trlbih dhulu"
"2439","Netral",0,"good"
"2440","Netral",0,"praktis  mudah"
"2441","Netral",0,"this ais so much hel"
"2442","Netral",0,"oke"
"2443","Negatif",-1," terbantu tetaaktu habis   selesai konsultasi"
"2444","Netral",0,"great"
"2445","Netral",0,"cant sign uuh"
"2446","Netral",0,"hel apps"
"2447","Netral",0,"this as really hell for me and my whole family at home sally about medicines kee the good work"
"2448","Positif",1,"sungguh layanan    masamasa sei "
"2449","Netral",0,"got a bit confused at first on how to move around the aut it turned out ty easy"
"2450","Netral",0," resif"
"2451","Negatif",-1,"resdokter   rugi bayar sesi konsultasi   dikasih reseat doang   semnanya gejala akit   reschat doter   "
"2452","Positif",2," membantu  terima kasih halodoc"
"2453","Positif",1,"telemedicine favorit "
"2454","Netral",0,"ok"
"2455","Netral",0,"good rese  obat isoman ditanggung rintah sy   krn blm familier dg fiturnya terlanjur beli "
"2456","Netral",0," membantu dimasa emi "
"2457","Positif",1,"bermanfaat"
"2458","Netral",0,"professional and hel rese"
"2459","Positif",2," menolong a malem kl sakit terima kasih"
"2460","Positif",1,"everything you need in one avery useful servisnya lengkanget  diudahsemuanya   online agi habis dihubungkan  asuransi  mudah banget  ngaga the ess is fast interface is clean with reasonable e and discounts"
"2461","Positif",2,"aasi halodoc  membantu    sekeluarga  era emik  terima kasih halodoc"
"2462","Positif",2,"maaf kasi bintang  saran  kalo  dokter iater yg   available   taman krn    berharasa konsultasi    membayar   meskidana nya   kembalikan  otomatis"
"2463","Netral",0,"mantap"
"2464","Netral",0," membantu"
"2465","Netral",0,"dokternya informatif  tis gausah buang  antri ang  rs  konsultasi ama mah"
"2466","Netral",0,"good choice"
"2467","Netral",0,"good app"
"2468","Netral",0,"thank you for hel us"
"2469","Negatif",-1,"kenaabisa to saldo i virtual account ya"
"2470","Positif",1," kali konsul  salis cukumuaskan  menenangkan     rs  kondisi sei "
"2471","Positif",4,"membantu   diagnosa   diagnosa akit ringan  beberaokter standby  gratis ta  beberaokter  aktif  berbayar taa mahal  maaf  edit laian   utk saran  dibagian laian dokter tolong  range laian  skala    like  dislike   laian en     calon en  memilih dokter  salisasi  "
"2472","Netral",0,"cejelas  murah"
"2473","Netral",0,"seamless exence"
"2474","Netral",0,"good aood reses"
"2475","Netral",0,"ok"
"2476","Netral",0,"easy to use"
"2477","Negatif",-1,"konsultasi ga  buang "
"2478","Netral",0,"good for emeregency help"
"2479","Netral",0,"very hell apps"
"2480","Positif",1,"keren  membantu"
"2481","Negatif",-2," tingkatin  yuk metode iriman obatnyaa   auto tauto forward detail alamatnyastruknya  driver  elektronik struknya  gak cantumin detail note alamatnya meskiuser udah kasih note iriman kasian driver nya bingung cari alamatnya     kontakan  tetangga nyasar kemana obatnya kalo ddriver   cuek lgs main taro  user  i t  kadang gak  akurat no alamatnya meskititiknya  "
"2482","Netral",0,"penjelasan cukulas unt dimengerti"
"2483","Netral",0,"excellent services"
"2484","Positif",1,"   masuk  gak  krn kode otk dikirim kirim "
"2485","Netral",0,"love this app"
"2486","Netral",0,"good"
"2487","Positif",1," membantu cetanggan ramah"
"2488","Netral",0," membantu"
"2489","Netral",0,"saran      data umur  status  menikahbelum   tulis lengkaluhan beserta tanggal kejadian   beraama  membantu analisa dokter     ceselesai"
"2490","Netral",0,"not easy user"
"2491","Netral",0,"hell easy to use"
"2492","Netral",0,"really hell"
"2493","Netral",0,"oke dokter yanan ce konek  ak utk dbat  driver jg ce"
"2494","Positif",2,"ok banget resdokternya cen ramah mantab jiwa thx halodoc"
"2495","Positif",1," memudahkan"
"2496","Netral",0,"useful"
"2497","Netral",0,"  mengerti"
"2498","Netral",0," membantu"
"2499","Netral",0,"fast respon"
"2500","Positif",2,"terima kasih"
"2501","Netral",0,"good aso far   kendala  "
"2502","Netral",0," mudah  membantu"
"2503","Netral",0,"tks  layanan dokter  online dokternya    membantu"
"2504","Netral",0,"very hel"
"2505","Netral",0,"work as intended"
"2506","Netral",0,"i have a bad exence of receiving an exd medicine and no good rese for my comn its not a matter of money its a matter of trust i have already uninstalled this app"
"2507","Netral",0,"user friendly"
"2508","Netral",0," membantu dg yanan yg komunikatif  sistematisndn terarah"
"2509","Netral",0,"berguna    emic sei "
"2510","Netral",0,"tried to helfriend ordered medicine for his child who lives outside jakarta but it took long time to ess the order  days and delivered it i ed the order last saturday and it hasnt arrived yet until today whats going on tried to e comn but the virtual chat doesnt helch i think the anly works well in jakarta or cities around java but it doesnt solve the lem for those who live outside java what a "
"2511","Positif",1,"aasi yg berguna mudah  resjg cepat"
"2512","Netral",0,"very hel  good exence chat with telemedicine doctor fast rese"
"2513","Netral",0,"easy to use and very hell"
"2514","Netral",0," membantu"
"2515","Netral",0,"dok firda tonget"
"2516","Netral",0,"helly"
"2517","Netral",0,"hel"
"2518","Negatif",-3,"tolong  ak  berkerjasama  halodoc obat  din dimasukan   tik kliat layaknya obat  direse dokter dikasi catatan dosis kaian    ak  tandai yg mengirim obat  dibungkus tik halodoc  tanencantumkan dosis makan yg direse dokter  tertukar gimana tuh  orang sakit yg merawatnya jadj bingung    salah kasih obat"
"2519","Netral",0,""
"2520","Netral",0," membantu"
"2521","Netral",0,"really hel app"
"2522","Netral",0,"servicenya "
"2523","Netral",0,"good"
"2524","Netral",0,"disanted exence in isoman age less coordination in halodoc team n unsant service for home feature"
"2525","Netral",0,"ayg bagus  membantu sekalicuma  membingungkan aja  "
"2526","Netral",0,"cememleh rese dgn "
"2527","Netral",0,"hel"
"2528","Positif",1,"cs  ramah"
"2529","Netral",0,"very good and very useful"
"2530","Netral",0,"i cannot download to  the doctor recomendation and doctor notes the keewnload unsuccesful"
"2531","Positif",1," membantu dimasa emi   ga u  rs  utk konsul   reseat agi disaat   membutuhkan saran dokter  kasih  bintang  "
"2532","Positif",1," diue tdk   dokter yg dicover  asuransi why"
"2533","Netral",0,"very hel   emi "
"2534","Netral",0,"very hel so far thanks for the good work"
"2535","Netral",0,"konsul  dr rima novia  komunikatif     anyaan "
"2536","Positif",1," membantuterima kasih"
"2537","Positif",2,"mudah gunaan nya dokter ny ramah  iriman obat nya cepat"
"2538","Positif",1,"nyaman    membantu    lag  eror"
"2539","Netral",0," tis konsultasi  dokter tetabatnya  terbatas mudahan  ue     obatnya"
"2540","Netral",0,"excellent"
"2541","Netral",0,"layanan cedan  membantu"
"2542","Netral",0,"best of the best"
"2543","Netral",0," membantu"
"2544","Positif",1,"hebat"
"2545","Positif",2," membantu terima kasih halodoc"
"2546","Netral",0," membantu"
"2547","Netral",0," membantu  kena covid amkg tks halodo"
"2548","Negatif",-5,"pengalaman terburuk ga  ah n obat i halodoc  hati siaecewa  yg n obat  halodoc bbrari  n obat  orang tua pngiriman instan  ga   tersedia riman standar yg tertulis   bencana trjadi stelah bayar verifikasi   sehari stelah bayar   notifikasi kaakan dikirim  itungan    ag   perkiraan samterus berubah emailchat csdm twitterga  respon"
"2549","Netral",0,"nice"
"2550","Netral",0,"good aso hel"
"2551","Positif",1," bagus membantu"
"2552","Negatif",-1," beli obat vectrine syrung    obat tablet   comn  ahalodoc samsaat    res   tindak  akasi   mengecewakan   membeli obat  lahi sakit  utk kesenangan  tetaita diainkan ak  halodoc  diam "
"2553","Negatif",-1,"aasi embohong yanan nya  buruk"
"2554","Positif",2," membantu  terima kasih"
"2555","Netral",0,"pesanan cedan    cedirese"
"2556","Netral",0,"good"
"2557","Netral",0,"ok"
"2558","Netral",0,"very hel aedbd"
"2559","Positif",1," sesuai anyaan  membantu"
"2560","Netral",0,"resif"
"2561","Netral",0,"good"
"2562","Netral",0,"good"
"2563","Netral",0,"running so well can consult clearly"
"2564","Negatif",-1,"aasi ribet   order obat  item  iriman terh"
"2565","Positif",2,"keren layanan telemedisin obat sdh diterima   yg   konsul"
"2566","Netral",0,"good app"
"2567","Netral",0,"mudah cedan efektif"
"2568","Netral",0," membantu"
"2569","Netral",0,"dokternya sabar  cukuliti sih konsultasi"
"2570","Netral",0,"mudah cedan  dibutuhkan disaat emi "
"2571","Positif",1," bermanfaat"
"2572","Positif",1,"mantab"
"2573","Positif",1,"cukumbantu terkait akit yg dialami walauakhirnya disarankan cek kedokter langsung ttidaknya dg aasi   membantu en utk  tenang  akitnya"
"2574","Netral",0," membantu"
"2575","Netral",0,"fast and good rese"
"2576","Netral",0,"good acation"
"2577","Netral",0,"really hell my question is why there is no drugstore name"
"2578","Netral",0,"very hell in this condition thank you"
"2579","Netral",0,"aasi   membantu     daberobat langsung  rs dokternya jg teraya "
"2580","Netral",0," membantu"
"2581","Netral",0,"great aand very effecient"
"2582","Positif",4,"duh keren banget sih   emi kayak gini aasi  sangaaat membantu pengiriman cedan harganya  yg  murah dreli langsung  ak terima kasih halodoc awesome"
"2583","Netral",0,"hel n quick rese"
"2584","Negatif",-1,"membantu  situasi ga kondusif utk  dokter"
"2585","Negatif",-1," membantu  konsul mendadak agi   emi "
"2586","Netral",0,"semudah  konsultasi  dokter beralaman tanarus i  rs  antri  halodoc kereennn"
"2587","Netral",0,"usefull"
"2588","Netral",0,"hel"
"2589","Netral",0,"so hel"
"2590","Netral",0,"thx for being hel in the right time"
"2591","Netral",0,"good a so hel"
"2592","Positif",1," gak  ud  dokter   obat yg u resekter customer  konsultasi berbayar  halodoc     a jg reseri dokter offline ketauan banget halodoc  cari untung"
"2593","Netral",0,"good"
"2594","Netral",0,"awesome"
"2595","Netral",0,"x n x  dadies  obat   ikan tersedia pemesanan ama    resetuk  sanan   ikan obat yg  u reseetadak dadies anya susah dii membingungkan rubah keranjang u refresh   tau obatnya tersedia     keranjang  u  refresh keranjang"
"2596","Netral",0,"reliable"
"2597","Netral",0,"reliable"
"2598","Netral",0," membantu"
"2599","Netral",0," membantu"
"2600","Netral",0," membantu agi      gojek"
"2601","Netral",0,"easy way to consult with doctor and get medicine we need"
"2602","Positif",2,"layanan terbaik cealurat  sigap"
"2603","Negatif",-3,"sesat terinfo jam   vaksin   dr jam   jam   istirahat aego   lokasi    aasi  salah "
"2604","Netral",0,"hel when you at home and need a doctor"
"2605","Positif",1,"test pcr komitmen x jam     muncul"
"2606","Netral",0,"good apps"
"2607","Netral",0,"domisili  bali beli obat t b avigan  en covid  kirim  sidoarjo gak   kali kirim  sabang aceh  manokwari aja    nya pakai halo doc  zaman halo doc belom terkenal samsekarang gak   i halo doc  gw  rekomen orangorang  gak  i halo doc investors halo doc   groutra  telkom gw lesahamsaham astra  telkom gw senin de semoga  degak dasuntikan anaan "
"2608","Netral",0,"aasinya mudah  dokternya cedalam resdan  anyaan"
"2609","Netral",0,"amazing"
"2610","Netral",0,"halodoc makes life so much easier thank you "
"2611","Negatif",-1,"cannot connect with ethernet berhenti menginstruksikan aasi    wifi  data   aasi   el  bermasalah"
"2612","Netral",0,"udah bayar  konsultasi  gak    kamttt "
"2613","Netral",0,"ehh  nio   anak gw sakit udah samginunya gw n obat  udah nunggu  lo batalin  enaknya ongkosnya lo  kembalikan aipu"
"2614","Netral",0,"praktis "
"2615","Positif",4,"  dokternya ramah bikin janji  gam  iriman obat  cepat"
"2616","Netral",0,"cepatttttttt nyampeeeeeeee"
"2617","Netral",0,"good avery hel in current situation"
"2618","Netral",0,"best apps"
"2619","Netral",0,"very hell"
"2620","Netral",0," membantu"
"2621","Netral",0,"better than before"
"2622","Positif",4,"dokternya resive banget  sarannya bagus banget bikin nggak khawatir  terima kasih ya dok"
"2623","Netral",0,"this aas grown for the better in the years i had since first saw i launch fantastic recommended"
"2624","Netral",0,"membantu  agi  emi  takut dtng  rs halodoc  solutif"
"2625","Netral",0,"user friendly  ceresenya"
"2626","Netral",0,"membantu  dimasa covid "
"2627","Netral",0,"very hel"
"2628","Netral",0,"terible"
